timestamp,symbol,approved,final_shares,stop_price,reason,inputs,market
2026-07-31T13:30:10+00:00,CSCO,True,109.27109205384284,106.69821428571429,approved,"{""symbol"": ""CSCO"", ""side"": ""buy"", ""price"": 115.15, ""equity"": 100660.53, ""regime_scalar"": 1.0, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 8.45178571428572, ""governor"": {""aggregate_risk_pct"": 0.0, ""position_count"": 0.0, ""headroom_dollars"": 5033.0265, ""per_share_risk"": 8.45178571428572, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.0, ""gap_loss_at_shock_dollars"": 0.0}, ""portfolio_check"": {""var_95"": 0.003559564300971738, ""var_99"": 0.005725582488492146, ""es_975"": 0.007059350293222933, ""single_name_pct"": 0.12500000000000003, ""sector_pct"": null}, ""round_trip_cost"": 25.782566250000002, ""cost_to_risk_pct"": 0.027917233657855055}",
2026-07-31T13:30:11+00:00,AMD,True,9.954157603369271,408.0858928571429,approved,"{""symbol"": ""AMD"", ""side"": ""buy"", ""price"": 509.21, ""equity"": 100660.53, ""regime_scalar"": 1.0, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 101.1241071428571, ""governor"": {""aggregate_risk_pct"": 0.009174756528751325, ""position_count"": 1.0, ""headroom_dollars"": 4109.490645194931, ""per_share_risk"": 101.1241071428571, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.12500000000000003, ""gap_loss_at_shock_dollars"": 754.9539750000001}, ""portfolio_check"": {""var_95"": 0.0030193093759697588, ""var_99"": 0.004027925333124028, ""es_975"": 0.0048075170873854, ""single_name_pct"": 0.050354956339010604, ""sector_pct"": null}, ""round_trip_cost"": 18.268756593211666, ""cost_to_risk_pct"": 0.01814887781060925}",
2026-07-31T13:30:13+00:00,PANW,True,28.263379277495027,294.6798214285714,approved,"{""symbol"": ""PANW"", ""side"": ""buy"", ""price"": 330.295, ""equity"": 100660.53, ""regime_scalar"": 1.0, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 35.6151785714286, ""resized_for_stop_budget"": true, ""governor"": {""aggregate_risk_pct"": 0.019174756528751325, ""position_count"": 2.0, ""headroom_dollars"": 3102.8853451949317, ""per_share_risk"": 35.6151785714286, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.17535495633901063, ""gap_loss_at_shock_dollars"": 1059.0793705927001}, ""portfolio_check"": {""var_95"": 0.0036572585091459663, ""var_99"": 0.006341754511785302, ""es_975"": 0.0060414635652226035, ""single_name_pct"": 0.09273995337060335, ""sector_pct"": null}, ""round_trip_cost"": 22.53525285846022, ""cost_to_risk_pct"": 0.02238737751376852}",
2026-07-31T13:30:56+00:00,SPY,False,0.0,,"Round-trip cost $18.23 is 13.8% of the $131.94 at risk, above the 10.0% limit - the trade is too small to carry its fees","{""symbol"": ""SPY"", ""side"": ""buy"", ""price"": 745.07, ""equity"": 100660.53, ""regime_scalar"": 0.4, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 19.532142857142844, ""governor"": {""aggregate_risk_pct"": 0.029174756528751324, ""position_count"": 3.0, ""headroom_dollars"": 2096.2800451949315, ""per_share_risk"": 19.532142857142844, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.268094909709614, ""gap_loss_at_shock_dollars"": 1619.1945421003136}, ""portfolio_check"": {""var_95"": 0.0007024231566507892, ""var_99"": 0.0009469071548516972, ""es_975"": 0.0009963941214649551, ""single_name_pct"": 0.05000000000000003, ""sector_pct"": null}, ""round_trip_cost"": 18.2330265, ""cost_to_risk_pct"": 0.13819003636321056}",
2026-07-31T13:30:57+00:00,CVS,True,47.7064123222749,99.49017857142857,approved,"{""symbol"": ""CVS"", ""side"": ""buy"", ""price"": 105.5, ""equity"": 100660.53, ""regime_scalar"": 0.4, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 6.009821428571428, ""governor"": {""aggregate_risk_pct"": 0.029174756528751324, ""position_count"": 3.0, ""headroom_dollars"": 2096.2800451949315, ""per_share_risk"": 6.009821428571428, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.268094909709614, ""gap_loss_at_shock_dollars"": 1619.1945421003136}, ""portfolio_check"": {""var_95"": 0.0012070827924279704, ""var_99"": 0.002107431821870116, ""es_975"": 0.00267794559888742, ""single_name_pct"": 0.05000000000000002, ""sector_pct"": null}, ""round_trip_cost"": 18.2330265, ""cost_to_risk_pct"": 0.06359462897043051}",
2026-07-31T13:30:58+00:00,MU,True,1.948324437915839,709.7592857142857,approved,"{""symbol"": ""MU"", ""side"": ""buy"", ""price"": 916.42, ""equity"": 100660.53, ""regime_scalar"": 0.4, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 206.66071428571422, ""governor"": {""aggregate_risk_pct"": 0.03202301312997001, ""position_count"": 4.0, ""headroom_dollars"": 1809.5730261402596, ""per_share_risk"": 206.66071428571422, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.318094909709614, ""gap_loss_at_shock_dollars"": 1921.1761321003135}, ""portfolio_check"": {""var_95"": 0.0012433332980509755, ""var_99"": 0.0018836677135696718, ""es_975"": 0.001953130209193172, ""single_name_pct"": 0.017737672167977194, ""sector_pct"": null}, ""round_trip_cost"": 14.985483481394832, ""cost_to_risk_pct"": 0.03721787348376477}",
2026-07-31T13:31:11+00:00,SPY,False,0.0,,"Round-trip cost $18.23 is 13.8% of the $131.99 at risk, above the 10.0% limit - the trade is too small to carry its fees","{""symbol"": ""SPY"", ""side"": ""buy"", ""price"": 744.79, ""equity"": 100660.53, ""regime_scalar"": 0.4, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 19.532142857142844, ""governor"": {""aggregate_risk_pct"": 0.036023013129970013, ""position_count"": 5.0, ""headroom_dollars"": 1406.9309061402596, ""per_share_risk"": 19.532142857142844, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.3358325818775912, ""gap_loss_at_shock_dollars"": 2028.3051409840034}, ""portfolio_check"": {""var_95"": 0.000702423156650789, ""var_99"": 0.000946907154851697, ""es_975"": 0.000996394121464955, ""single_name_pct"": 0.05000000000000002, ""sector_pct"": null}, ""round_trip_cost"": 18.2330265, ""cost_to_risk_pct"": 0.1381381040478822}",
2026-07-31T13:31:12+00:00,WFC,True,58.52016161851058,80.77642857142857,approved,"{""symbol"": ""WFC"", ""side"": ""buy"", ""price"": 86.005, ""equity"": 100660.53, ""regime_scalar"": 0.4, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 5.228571428571428, ""governor"": {""aggregate_risk_pct"": 0.036023013129970013, ""position_count"": 5.0, ""headroom_dollars"": 1406.9309061402596, ""per_share_risk"": 5.228571428571428, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.3358325818775912, ""gap_loss_at_shock_dollars"": 2028.3051409840034}, ""portfolio_check"": {""var_95"": 0.0014042605131045138, ""var_99"": 0.0021245831253649127, ""es_975"": 0.002190205545404784, ""single_name_pct"": 0.05000000000000002, ""sector_pct"": null}, ""round_trip_cost"": 18.2330265, ""cost_to_risk_pct"": 0.059589563053303346}",
2026-07-31T13:32:11+00:00,SPY,False,0.0,,"Round-trip cost $18.23 is 13.8% of the $132.54 at risk, above the 10.0% limit - the trade is too small to carry its fees","{""symbol"": ""SPY"", ""side"": ""buy"", ""price"": 745.655, ""equity"": 100660.53, ""regime_scalar"": 0.4, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 19.6366071428572, ""governor"": {""aggregate_risk_pct"": 0.03906270351341948, ""position_count"": 6.0, ""headroom_dollars"": 1100.954061106333, ""per_share_risk"": 19.6366071428572, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.38583258187759123, ""gap_loss_at_shock_dollars"": 2330.2867309840035}, ""portfolio_check"": {""var_95"": 0.0007024231566507889, ""var_99"": 0.0009469071548516969, ""es_975"": 0.0009963941214649547, ""single_name_pct"": 0.05000000000000001, ""sector_pct"": null}, ""round_trip_cost"": 18.2330265, ""cost_to_risk_pct"": 0.13756280694230072}",
2026-07-31T13:32:12+00:00,CRWD,True,17.245752204673217,165.10267857142856,approved,"{""symbol"": ""CRWD"", ""side"": ""buy"", ""price"": 188.45, ""equity"": 100660.53, ""regime_scalar"": 0.4, ""available_cash"": 100660.53, ""stop_source"": ""strategy"", ""stop_distance"": 23.347321428571433, ""resized_for_stop_budget"": true, ""governor"": {""aggregate_risk_pct"": 0.03906270351341948, ""position_count"": 6.0, ""headroom_dollars"": 1100.954061106333, ""per_share_risk"": 23.347321428571433, ""held_in_name_dollars"": 0, ""gross_exposure_pct"": 0.38583258187759123, ""gap_loss_at_shock_dollars"": 2330.2867309840035}, ""portfolio_check"": {""var_95"": 0.0013313915329235433, ""var_99"": 0.0024810785898961986, ""es_975"": 0.002444963453154004, ""single_name_pct"": 0.032286358942980604, ""sector_pct"": null}, ""round_trip_cost"": 16.44996200297067, ""cost_to_risk_pct"": 0.04085504517751563}",
